Week ending,Group,DHB of service,Dose number,# doses administered
2021-05-16,Group 1,Hawke's Bay,1,74
2021-05-16,Group 1,Hawke's Bay,2,24
2021-05-16,Group 1,Lakes,1,183
2021-05-16,Group 1,Lakes,2,150
2021-05-16,Group 1,MidCentral,1,21
2021-05-16,Group 1,MidCentral,2,58
2021-05-16,Group 1,Nelson Marlborough,1,42
2021-05-16,Group 1,Nelson Marlborough,2,56
2021-05-16,Group 1,Northland,1,7
2021-05-16,Group 1,Northland,2,30
2021-05-16,Group 1,Other Sites,1,563
2021-05-16,Group 1,Other Sites,2,21
2021-05-16,Group 1,South Canterbury,1,6
2021-05-16,Group 1,South Canterbury,2,12
2021-05-16,Group 1,Southern,1,109
2021-05-16,Group 1,Southern,2,623
2021-05-16,Group 1,Tairawhiti,1,12
2021-05-16,Group 1,Tairawhiti,2,14
2021-05-16,Group 1,Taranaki,1,5
2021-05-16,Group 1,Taranaki,2,24
2021-05-16,Group 1,Waikato,1,47
2021-05-16,Group 1,Waikato,2,96
2021-05-16,Group 1,Whanganui,2,10
2021-05-16,Group 2,Auckland Metro,1,13946
2021-05-16,Group 2,Auckland Metro,2,7661
2021-05-16,Group 2,Bay of Plenty,1,1039
2021-05-16,Group 2,Bay of Plenty,2,1554
2021-05-16,Group 2,Canterbury,1,3895
2021-05-16,Group 2,Canterbury,2,3245
2021-05-16,Group 2,Capital & Coast and Hutt Valley,1,4539
2021-05-16,Group 2,Capital & Coast and Hutt Valley,2,2052
2021-05-16,Group 2,Hawke's Bay,1,1413
2021-05-16,Group 2,Hawke's Bay,2,1146
2021-05-16,Group 2,Lakes,1,631
2021-05-16,Group 2,Lakes,2,1176
2021-05-16,Group 2,MidCentral,1,1620
2021-05-16,Group 2,MidCentral,2,762
2021-05-16,Group 2,Nelson Marlborough,1,818
2021-05-16,Group 2,Nelson Marlborough,2,1364
2021-05-16,Group 2,Northland,1,1846
2021-05-16,Group 2,Northland,2,1331
2021-05-16,Group 2,Other Sites,1,1741
2021-05-16,Group 2,Other Sites,2,184
2021-05-16,Group 2,South Canterbury,1,289
2021-05-16,Group 2,South Canterbury,2,704
2021-05-16,Group 2,Southern,1,2022
2021-05-16,Group 2,Southern,2,2970
2021-05-16,Group 2,Tairawhiti,1,283
2021-05-16,Group 2,Tairawhiti,2,609
2021-05-16,Group 2,Taranaki,1,603
2021-05-16,Group 2,Taranaki,2,160
2021-05-16,Group 2,Waikato,1,2534
2021-05-16,Group 2,Waikato,2,2483
2021-05-16,Group 2,Wairarapa,1,495
2021-05-16,Group 2,Wairarapa,2,523
2021-05-16,Group 2,West Coast,1,397
2021-05-16,Group 2,West Coast,2,265
2021-05-16,Group 2,Whanganui,1,512
2021-05-16,Group 2,Whanganui,2,601
2021-05-16,Group 3,Auckland Metro,1,1801
2021-05-16,Group 3,Auckland Metro,2,13
2021-05-16,Group 3,Bay of Plenty,1,1909
2021-05-16,Group 3,Canterbury,1,78
2021-05-16,Group 3,Canterbury,2,19
2021-05-16,Group 3,Capital & Coast and Hutt Valley,1,644
2021-05-16,Group 3,Capital & Coast and Hutt Valley,2,50
2021-05-16,Group 3,Hawke's Bay,1,79
2021-05-16,Group 3,Hawke's Bay,2,49
2021-05-16,Group 3,Lakes,1,341
2021-05-16,Group 3,Lakes,2,5
2021-05-16,Group 3,MidCentral,1,622
2021-05-16,Group 3,MidCentral,2,5
2021-05-16,Group 3,Nelson Marlborough,1,1391
2021-05-16,Group 3,Nelson Marlborough,2,927
2021-05-16,Group 3,Northland,1,261
2021-05-16,Group 3,Northland,2,21
2021-05-16,Group 3,Other Sites,1,15
2021-05-16,Group 3,South Canterbury,1,133
2021-05-16,Group 3,Southern,1,107
2021-05-16,Group 3,Southern,2,130
2021-05-16,Group 3,Taranaki,1,23
2021-05-16,Group 3,Waikato,1,759
2021-05-16,Group 3,Waikato,2,55
2021-05-16,Group 3,Wairarapa,1,94
2021-05-16,Group 3,West Coast,1,201
2021-05-16,Group 3,Whanganui,1,238
2021-05-23,Group 1,Auckland Metro,1,709
2021-05-23,Group 1,Auckland Metro,2,2018
2021-05-23,Group 1,Bay of Plenty,1,27
2021-05-23,Group 1,Bay of Plenty,2,71
2021-05-23,Group 1,Canterbury,1,358
2021-05-23,Group 1,Canterbury,2,1037
2021-05-23,Group 1,Capital & Coast and Hutt Valley,1,228
2021-05-23,Group 1,Capital & Coast and Hutt Valley,2,233
2021-05-23,Group 1,Hawke's Bay,1,6
2021-05-23,Group 1,Hawke's Bay,2,23
2021-05-23,Group 1,Lakes,1,13
2021-05-23,Group 1,Lakes,2,264
2021-05-23,Group 1,MidCentral,1,12
2021-05-23,Group 1,MidCentral,2,36
2021-05-23,Group 1,Nelson Marlborough,1,16
2021-05-23,Group 1,Nelson Marlborough,2,49
2021-05-23,Group 1,Northland,2,23
2021-05-23,Group 1,Other Sites,1,34
2021-05-23,Group 1,Other Sites,2,28
2021-05-23,Group 1,South Canterbury,1,6
2021-05-23,Group 1,South Canterbury,2,11
2021-05-23,Group 1,Southern,1,81
2021-05-23,Group 1,Southern,2,199
2021-05-23,Group 1,Tairawhiti,1,9
2021-05-23,Group 1,Tairawhiti,2,10
2021-05-23,Group 1,Taranaki,2,6
2021-05-23,Group 1,Waikato,1,25
2021-05-23,Group 1,Waikato,2,52
2021-05-23,Group 1,Whanganui,1,24
2021-05-23,Group 1,Whanganui,2,8
2021-05-23,Group 2,Auckland Metro,1,8192
2021-05-23,Group 2,Auckland Metro,2,5221
2021-05-23,Group 2,Bay of Plenty,1,997
2021-05-23,Group 2,Bay of Plenty,2,1571
2021-05-23,Group 2,Canterbury,1,2047
2021-05-23,Group 2,Canterbury,2,4811
2021-05-23,Group 2,Capital & Coast and Hutt Valley,1,958
2021-05-23,Group 2,Capital & Coast and Hutt Valley,2,2143
2021-05-23,Group 2,Hawke's Bay,1,639
2021-05-23,Group 2,Hawke's Bay,2,1375
2021-05-23,Group 2,Lakes,1,432
2021-05-23,Group 2,Lakes,2,653
2021-05-23,Group 2,MidCentral,1,1482
2021-05-23,Group 2,MidCentral,2,924
2021-05-23,Group 2,Nelson Marlborough,1,385
2021-05-23,Group 2,Nelson Marlborough,2,1112
2021-05-23,Group 2,Northland,1,1014
2021-05-23,Group 2,Northland,2,1739
2021-05-23,Group 2,Other Sites,1,1788
2021-05-23,Group 2,Other Sites,2,529
2021-05-23,Group 2,South Canterbury,1,201
2021-05-23,Group 2,South Canterbury,2,585
2021-05-23,Group 2,Southern,1,1862
2021-05-23,Group 2,Southern,2,1865
2021-05-23,Group 2,Tairawhiti,1,344
2021-05-23,Group 2,Tairawhiti,2,218
2021-05-23,Group 2,Taranaki,1,281
2021-05-23,Group 2,Taranaki,2,290
2021-05-23,Group 2,Waikato,1,1851
2021-05-23,Group 2,Waikato,2,2249
2021-05-23,Group 2,Wairarapa,1,105
2021-05-23,Group 2,Wairarapa,2,400
2021-05-23,Group 2,West Coast,1,254
2021-05-23,Group 2,West Coast,2,339
2021-05-23,Group 2,Whanganui,1,437
2021-05-23,Group 2,Whanganui,2,758
2021-05-23,Group 3,Auckland Metro,1,4373
2021-05-23,Group 3,Auckland Metro,2,234
2021-05-23,Group 3,Bay of Plenty,1,2445
2021-05-23,Group 3,Canterbury,1,265
2021-05-23,Group 3,Canterbury,2,17
2021-05-23,Group 3,Capital & Coast and Hutt Valley,1,790
2021-05-23,Group 3,Capital & Coast and Hutt Valley,2,72
2021-05-23,Group 3,Hawke's Bay,1,469
2021-05-23,Group 3,Lakes,1,1040
2021-05-23,Group 3,Lakes,2,65
2021-05-23,Group 3,MidCentral,1,588
2021-05-23,Group 3,Nelson Marlborough,1,1944
2021-05-23,Group 3,Nelson Marlborough,2,435
2021-05-23,Group 3,Northland,1,768
2021-05-23,Group 3,Northland,2,451
2021-05-23,Group 3,Other Sites,1,485
2021-05-23,Group 3,South Canterbury,1,41
2021-05-23,Group 3,South Canterbury,2,7
2021-05-23,Group 3,Southern,1,1011
2021-05-23,Group 3,Southern,2,57
2021-05-23,Group 3,Tairawhiti,1,144
2021-05-23,Group 3,Taranaki,1,206
2021-05-23,Group 3,Waikato,1,1445
2021-05-23,Group 3,Waikato,2,162
2021-05-23,Group 3,Wairarapa,1,398
2021-05-23,Group 3,Wairarapa,2,21
2021-05-23,Group 3,West Coast,1,533
2021-05-23,Group 3,West Coast,2,6
2021-05-23,Group 3,Whanganui,1,402
2021-05-23,Group 3,Whanganui,2,7
2021-05-23,Group 4,Auckland Metro,1,5079
2021-05-23,Group 4,Auckland Metro,2,1969
2021-05-23,Group 4,Bay of Plenty,1,164
2021-05-23,Group 4,Canterbury,1,168
2021-05-23,Group 4,Canterbury,2,5
2021-05-23,Group 4,Capital & Coast and Hutt Valley,1,115
2021-05-23,Group 4,Capital & Coast and Hutt Valley,2,208
2021-05-23,Group 4,Hawke's Bay,1,361
2021-05-23,Group 4,Hawke's Bay,2,5
2021-05-23,Group 4,Lakes,1,71
2021-05-23,Group 4,MidCentral,1,96
2021-05-23,Group 4,Nelson Marlborough,1,27
2021-05-23,Group 4,Northland,1,197
2021-05-23,Group 4,Northland,2,159
2021-05-23,Group 4,Other Sites,1,123
2021-05-23,Group 4,South Canterbury,1,16
2021-05-23,Group 4,Southern,1,227
2021-05-23,Group 4,Tairawhiti,1,12
2021-05-23,Group 4,Taranaki,1,106
2021-05-23,Group 4,Waikato,1,173
2021-05-23,Group 4,Waikato,2,18
2021-05-23,Group 4,Wairarapa,1,9
2021-05-23,Group 4,West Coast,1,113
2021-05-23,Group 4,Whanganui,1,61
2021-05-30,Group 1,Auckland Metro,1,392
2021-05-30,Group 1,Auckland Metro,2,1364
2021-05-30,Group 1,Bay of Plenty,1,66
2021-05-30,Group 1,Bay of Plenty,2,99
2021-05-30,Group 1,Canterbury,1,267
2021-05-30,Group 1,Canterbury,2,840
2021-05-30,Group 1,Capital & Coast and Hutt Valley,1,157
2021-05-30,Group 1,Capital & Coast and Hutt Valley,2,446
2021-05-30,Group 1,Hawke's Bay,1,33
2021-05-30,Group 1,Hawke's Bay,2,13
2021-05-30,Group 1,Lakes,1,20
2021-05-30,Group 1,Lakes,2,240
2021-05-30,Group 1,MidCentral,1,20
2021-05-30,Group 1,MidCentral,2,27
2021-05-30,Group 1,Nelson Marlborough,1,12
2021-05-30,Group 1,Nelson Marlborough,2,56
2021-05-30,Group 1,Northland,2,14
2021-05-30,Group 1,Other Sites,1,67
2021-05-30,Group 1,Other Sites,2,550
2021-05-30,Group 1,Southern,1,72
2021-05-30,Group 1,Southern,2,87
2021-05-30,Group 1,Tairawhiti,1,15
2021-05-30,Group 1,Tairawhiti,2,14
2021-05-30,Group 1,Taranaki,1,23
2021-05-30,Group 1,Taranaki,2,15
2021-05-30,Group 1,Waikato,1,34
2021-05-30,Group 1,Waikato,2,51
2021-05-30,Group 1,Wairarapa,2,6
2021-05-30,Group 2,Auckland Metro,1,9582
2021-05-30,Group 2,Auckland Metro,2,8995
2021-05-30,Group 2,Bay of Plenty,1,800
2021-05-30,Group 2,Bay of Plenty,2,2501
2021-05-30,Group 2,Canterbury,1,2185
2021-05-30,Group 2,Canterbury,2,4588
2021-05-30,Group 2,Capital & Coast and Hutt Valley,1,540
2021-05-30,Group 2,Capital & Coast and Hutt Valley,2,3015
2021-05-30,Group 2,Hawke's Bay,1,300
2021-05-30,Group 2,Hawke's Bay,2,1710
2021-05-30,Group 2,Lakes,1,385
2021-05-30,Group 2,Lakes,2,831
2021-05-30,Group 2,MidCentral,1,1352
2021-05-30,Group 2,MidCentral,2,1382
2021-05-30,Group 2,Nelson Marlborough,1,279
2021-05-30,Group 2,Nelson Marlborough,2,818
2021-05-30,Group 2,Northland,1,372
2021-05-30,Group 2,Northland,2,1838
2021-05-30,Group 2,Other Sites,1,901
2021-05-30,Group 2,Other Sites,2,1143
2021-05-30,Group 2,South Canterbury,1,88
2021-05-30,Group 2,South Canterbury,2,595
2021-05-30,Group 2,Southern,1,1057
2021-05-30,Group 2,Southern,2,1666
2021-05-30,Group 2,Tairawhiti,1,84
2021-05-30,Group 2,Tairawhiti,2,128
2021-05-30,Group 2,Taranaki,1,250
2021-05-30,Group 2,Taranaki,2,492
2021-05-30,Group 2,Waikato,1,1793
2021-05-30,Group 2,Waikato,2,2936
2021-05-30,Group 2,Wairarapa,1,38
2021-05-30,Group 2,Wairarapa,2,597
2021-05-30,Group 2,West Coast,1,196
2021-05-30,Group 2,West Coast,2,402
2021-05-30,Group 2,Whanganui,1,129
2021-05-30,Group 2,Whanganui,2,800
2021-05-30,Group 3,Auckland Metro,1,6203
2021-05-30,Group 3,Auckland Metro,2,700
2021-05-30,Group 3,Bay of Plenty,1,3293
2021-05-30,Group 3,Bay of Plenty,2,468
2021-05-30,Group 3,Canterbury,1,640
2021-05-30,Group 3,Canterbury,2,34
2021-05-30,Group 3,Capital & Coast and Hutt Valley,1,1619
2021-05-30,Group 3,Capital & Coast and Hutt Valley,2,335
2021-05-30,Group 3,Hawke's Bay,1,2055
2021-05-30,Group 3,Hawke's Bay,2,5
2021-05-30,Group 3,Lakes,1,1077
2021-05-30,Group 3,Lakes,2,352
2021-05-30,Group 3,MidCentral,1,924
2021-05-30,Group 3,MidCentral,2,15
2021-05-30,Group 3,Nelson Marlborough,1,2161
2021-05-30,Group 3,Nelson Marlborough,2,909
2021-05-30,Group 3,Northland,1,1738
2021-05-30,Group 3,Northland,2,282
2021-05-30,Group 3,Other Sites,1,108
2021-05-30,Group 3,Other Sites,2,7
2021-05-30,Group 3,South Canterbury,1,96
2021-05-30,Group 3,South Canterbury,2,24
2021-05-30,Group 3,Southern,1,2920
2021-05-30,Group 3,Southern,2,30
2021-05-30,Group 3,Tairawhiti,1,420
2021-05-30,Group 3,Taranaki,1,214
2021-05-30,Group 3,Waikato,1,1514
2021-05-30,Group 3,Waikato,2,420
2021-05-30,Group 3,Wairarapa,1,370
2021-05-30,Group 3,Wairarapa,2,28
2021-05-30,Group 3,West Coast,1,517
2021-05-30,Group 3,West Coast,2,30
2021-05-30,Group 3,Whanganui,1,762
2021-05-30,Group 3,Whanganui,2,166
2021-05-30,Group 4,Auckland Metro,1,5490
2021-05-30,Group 4,Auckland Metro,2,1508
2021-05-30,Group 4,Bay of Plenty,1,192
2021-05-30,Group 4,Canterbury,1,159
2021-05-30,Group 4,Canterbury,2,8
2021-05-30,Group 4,Capital & Coast and Hutt Valley,1,183
2021-05-30,Group 4,Capital & Coast and Hutt Valley,2,232
2021-05-30,Group 4,Hawke's Bay,1,1255
2021-05-30,Group 4,Lakes,1,241
2021-05-30,Group 4,MidCentral,1,280
2021-05-30,Group 4,Nelson Marlborough,1,86
2021-05-30,Group 4,Northland,1,778
2021-05-30,Group 4,Northland,2,124
2021-05-30,Group 4,Other Sites,1,55
2021-05-30,Group 4,South Canterbury,1,61
2021-05-30,Group 4,Southern,1,221
2021-05-30,Group 4,Tairawhiti,1,234
2021-05-30,Group 4,Taranaki,1,18
2021-05-30,Group 4,Waikato,1,432
2021-05-30,Group 4,Waikato,2,9
2021-05-30,Group 4,Wairarapa,1,13
2021-05-30,Group 4,West Coast,1,39
2021-05-30,Group 4,Whanganui,1,91
2021-06-06,Group 1,Auckland Metro,1,328
2021-06-06,Group 1,Auckland Metro,2,945
2021-06-06,Group 1,Bay of Plenty,1,33
2021-06-06,Group 1,Bay of Plenty,2,47
2021-06-06,Group 1,Canterbury,1,201
2021-06-06,Group 1,Canterbury,2,573
2021-06-06,Group 1,Capital & Coast and Hutt Valley,1,97
2021-06-06,Group 1,Capital & Coast and Hutt Valley,2,345
2021-06-06,Group 1,Hawke's Bay,1,12
2021-06-06,Group 1,Hawke's Bay,2,70
2021-06-06,Group 1,Lakes,1,29
2021-06-06,Group 1,Lakes,2,126
2021-06-06,Group 1,MidCentral,1,39
2021-06-06,Group 1,MidCentral,2,33
2021-06-06,Group 1,Nelson Marlborough,1,13
2021-06-06,Group 1,Nelson Marlborough,2,49
2021-06-06,Group 1,Northland,1,7
2021-06-06,Group 1,Northland,2,11
2021-06-06,Group 1,Other Sites,1,126
2021-06-06,Group 1,Other Sites,2,571
2021-06-06,Group 1,South Canterbury,2,6
2021-06-06,Group 1,Southern,1,106
2021-06-06,Group 1,Southern,2,87
2021-06-06,Group 1,Tairawhiti,2,11
2021-06-06,Group 1,Taranaki,1,13
2021-06-06,Group 1,Taranaki,2,7
2021-06-06,Group 1,Waikato,1,25
2021-06-06,Group 1,Waikato,2,58
2021-06-06,Group 2,Auckland Metro,1,9838
2021-06-06,Group 2,Auckland Metro,2,10482
2021-06-06,Group 2,Bay of Plenty,1,1159
2021-06-06,Group 2,Bay of Plenty,2,1313
2021-06-06,Group 2,Canterbury,1,2286
2021-06-06,Group 2,Canterbury,2,2826
2021-06-06,Group 2,Capital & Coast and Hutt Valley,1,574
2021-06-06,Group 2,Capital & Coast and Hutt Valley,2,3470
2021-06-06,Group 2,Hawke's Bay,1,277
2021-06-06,Group 2,Hawke's Bay,2,1812
2021-06-06,Group 2,Lakes,1,880
2021-06-06,Group 2,Lakes,2,607
2021-06-06,Group 2,MidCentral,1,536
2021-06-06,Group 2,MidCentral,2,1494
2021-06-06,Group 2,Nelson Marlborough,1,128
2021-06-06,Group 2,Nelson Marlborough,2,807
2021-06-06,Group 2,Northland,1,350
2021-06-06,Group 2,Northland,2,1648
2021-06-06,Group 2,Other Sites,1,1082
2021-06-06,Group 2,Other Sites,2,1568
2021-06-06,Group 2,South Canterbury,1,22
2021-06-06,Group 2,South Canterbury,2,270
2021-06-06,Group 2,Southern,1,1317
2021-06-06,Group 2,Southern,2,1553
2021-06-06,Group 2,Tairawhiti,1,75
2021-06-06,Group 2,Tairawhiti,2,262
2021-06-06,Group 2,Taranaki,1,216
2021-06-06,Group 2,Taranaki,2,521
2021-06-06,Group 2,Waikato,1,957
2021-06-06,Group 2,Waikato,2,2357
2021-06-06,Group 2,Wairarapa,1,101
2021-06-06,Group 2,Wairarapa,2,544
2021-06-06,Group 2,West Coast,1,94
2021-06-06,Group 2,West Coast,2,392
2021-06-06,Group 2,Whanganui,1,144
2021-06-06,Group 2,Whanganui,2,512
2021-06-06,Group 3,Auckland Metro,1,8977
2021-06-06,Group 3,Auckland Metro,2,1351
2021-06-06,Group 3,Bay of Plenty,1,3119
2021-06-06,Group 3,Bay of Plenty,2,1635
2021-06-06,Group 3,Canterbury,1,496
2021-06-06,Group 3,Canterbury,2,57
2021-06-06,Group 3,Capital & Coast and Hutt Valley,1,1710
2021-06-06,Group 3,Capital & Coast and Hutt Valley,2,597
2021-06-06,Group 3,Hawke's Bay,1,3731
2021-06-06,Group 3,Hawke's Bay,2,64
2021-06-06,Group 3,Lakes,1,1707
2021-06-06,Group 3,Lakes,2,308
2021-06-06,Group 3,MidCentral,1,1305
2021-06-06,Group 3,MidCentral,2,540
2021-06-06,Group 3,Nelson Marlborough,1,1939
2021-06-06,Group 3,Nelson Marlborough,2,1469
2021-06-06,Group 3,Northland,1,2344
2021-06-06,Group 3,Northland,2,202
2021-06-06,Group 3,Other Sites,1,16
2021-06-06,Group 3,Other Sites,2,8
2021-06-06,Group 3,South Canterbury,1,2189
2021-06-06,Group 3,South Canterbury,2,242
2021-06-06,Group 3,Southern,1,4988
2021-06-06,Group 3,Southern,2,58
2021-06-06,Group 3,Tairawhiti,1,538
2021-06-06,Group 3,Taranaki,1,242
2021-06-06,Group 3,Taranaki,2,16
2021-06-06,Group 3,Waikato,1,1932
2021-06-06,Group 3,Waikato,2,509
2021-06-06,Group 3,Wairarapa,1,606
2021-06-06,Group 3,Wairarapa,2,100
2021-06-06,Group 3,West Coast,1,523
2021-06-06,Group 3,West Coast,2,195
2021-06-06,Group 3,Whanganui,1,1543
2021-06-06,Group 3,Whanganui,2,203
2021-06-06,Group 4,Auckland Metro,1,6503
2021-06-06,Group 4,Auckland Metro,2,1061
2021-06-06,Group 4,Bay of Plenty,1,195
2021-06-06,Group 4,Canterbury,1,249
2021-06-06,Group 4,Canterbury,2,15
2021-06-06,Group 4,Capital & Coast and Hutt Valley,1,134
2021-06-06,Group 4,Capital & Coast and Hutt Valley,2,52
2021-06-06,Group 4,Hawke's Bay,1,1075
2021-06-06,Group 4,Hawke's Bay,2,7
2021-06-06,Group 4,Lakes,1,149
2021-06-06,Group 4,MidCentral,1,134
2021-06-06,Group 4,MidCentral,2,6
2021-06-06,Group 4,Nelson Marlborough,1,19
2021-06-06,Group 4,Nelson Marlborough,2,5
2021-06-06,Group 4,Northland,1,753
2021-06-06,Group 4,Northland,2,101
2021-06-06,Group 4,Other Sites,1,59
2021-06-06,Group 4,South Canterbury,1,119
2021-06-06,Group 4,Southern,1,292
2021-06-06,Group 4,Tairawhiti,1,133
2021-06-06,Group 4,Taranaki,1,17
2021-06-06,Group 4,Waikato,1,460
2021-06-06,Group 4,Waikato,2,14
2021-06-06,Group 4,Wairarapa,1,34
2021-06-06,Group 4,West Coast,1,96
2021-06-06,Group 4,Whanganui,1,78
2021-06-13,Group 1,Auckland Metro,1,274
2021-06-13,Group 1,Auckland Metro,2,675
2021-06-13,Group 1,Bay of Plenty,1,37
2021-06-13,Group 1,Bay of Plenty,2,31
2021-06-13,Group 1,Canterbury,1,147
2021-06-13,Group 1,Canterbury,2,432
2021-06-13,Group 1,Capital & Coast and Hutt Valley,1,70
2021-06-13,Group 1,Capital & Coast and Hutt Valley,2,241
2021-06-13,Group 1,Hawke's Bay,1,8
2021-06-13,Group 1,Hawke's Bay,2,15
2021-06-13,Group 1,Lakes,1,51
2021-06-13,Group 1,Lakes,2,45
2021-06-13,Group 1,MidCentral,1,9
2021-06-13,Group 1,MidCentral,2,13
2021-06-13,Group 1,Nelson Marlborough,1,9
2021-06-13,Group 1,Nelson Marlborough,2,46
2021-06-13,Group 1,Northland,1,6
2021-06-13,Group 1,Northland,2,8
2021-06-13,Group 1,Other Sites,1,109
2021-06-13,Group 1,Other Sites,2,50
2021-06-13,Group 1,South Canterbury,1,7
2021-06-13,Group 1,South Canterbury,2,5
2021-06-13,Group 1,Southern,1,46
2021-06-13,Group 1,Southern,2,106
2021-06-13,Group 1,Tairawhiti,2,10
2021-06-13,Group 1,Taranaki,2,5
2021-06-13,Group 1,Waikato,1,20
2021-06-13,Group 1,Waikato,2,32
2021-06-13,Group 1,Whanganui,2,22
2021-06-13,Group 2,Auckland Metro,1,10691
2021-06-13,Group 2,Auckland Metro,2,8709
2021-06-13,Group 2,Bay of Plenty,1,369
2021-06-13,Group 2,Bay of Plenty,2,953
2021-06-13,Group 2,Canterbury,1,3070
2021-06-13,Group 2,Canterbury,2,2232
2021-06-13,Group 2,Capital & Coast and Hutt Valley,1,318
2021-06-13,Group 2,Capital & Coast and Hutt Valley,2,1668
2021-06-13,Group 2,Hawke's Bay,1,323
2021-06-13,Group 2,Hawke's Bay,2,660
2021-06-13,Group 2,Lakes,1,796
2021-06-13,Group 2,Lakes,2,248
2021-06-13,Group 2,MidCentral,1,583
2021-06-13,Group 2,MidCentral,2,1126
2021-06-13,Group 2,Nelson Marlborough,1,367
2021-06-13,Group 2,Nelson Marlborough,2,465
2021-06-13,Group 2,Northland,1,782
2021-06-13,Group 2,Northland,2,1175
2021-06-13,Group 2,Other Sites,1,1029
2021-06-13,Group 2,Other Sites,2,1021
2021-06-13,Group 2,South Canterbury,1,40
2021-06-13,Group 2,South Canterbury,2,148
2021-06-13,Group 2,Southern,1,917
2021-06-13,Group 2,Southern,2,1544
2021-06-13,Group 2,Tairawhiti,1,102
2021-06-13,Group 2,Tairawhiti,2,351
2021-06-13,Group 2,Taranaki,1,395
2021-06-13,Group 2,Taranaki,2,308
2021-06-13,Group 2,Waikato,1,986
2021-06-13,Group 2,Waikato,2,1588
2021-06-13,Group 2,Wairarapa,1,14
2021-06-13,Group 2,Wairarapa,2,102
2021-06-13,Group 2,West Coast,1,84
2021-06-13,Group 2,West Coast,2,234
2021-06-13,Group 2,Whanganui,1,81
2021-06-13,Group 2,Whanganui,2,468
2021-06-13,Group 3,Auckland Metro,1,7633
2021-06-13,Group 3,Auckland Metro,2,2604
2021-06-13,Group 3,Bay of Plenty,1,2482
2021-06-13,Group 3,Bay of Plenty,2,2110
2021-06-13,Group 3,Canterbury,1,413
2021-06-13,Group 3,Canterbury,2,201
2021-06-13,Group 3,Capital & Coast and Hutt Valley,1,1999
2021-06-13,Group 3,Capital & Coast and Hutt Valley,2,559
2021-06-13,Group 3,Hawke's Bay,1,2428
2021-06-13,Group 3,Hawke's Bay,2,405
2021-06-13,Group 3,Lakes,1,1607
2021-06-13,Group 3,Lakes,2,788
2021-06-13,Group 3,MidCentral,1,1427
2021-06-13,Group 3,MidCentral,2,477
2021-06-13,Group 3,Nelson Marlborough,1,2195
2021-06-13,Group 3,Nelson Marlborough,2,1317
2021-06-13,Group 3,Northland,1,2446
2021-06-13,Group 3,Northland,2,490
2021-06-13,Group 3,Other Sites,2,8
2021-06-13,Group 3,South Canterbury,1,1459
2021-06-13,Group 3,South Canterbury,2,130
2021-06-13,Group 3,Southern,1,2681
2021-06-13,Group 3,Southern,2,736
2021-06-13,Group 3,Tairawhiti,1,579
2021-06-13,Group 3,Tairawhiti,2,131
2021-06-13,Group 3,Taranaki,1,201
2021-06-13,Group 3,Taranaki,2,133
2021-06-13,Group 3,Waikato,1,1775
2021-06-13,Group 3,Waikato,2,995
2021-06-13,Group 3,Wairarapa,1,343
2021-06-13,Group 3,Wairarapa,2,360
2021-06-13,Group 3,West Coast,1,296
2021-06-13,Group 3,West Coast,2,278
2021-06-13,Group 3,Whanganui,1,1407
2021-06-13,Group 3,Whanganui,2,389
2021-06-13,Group 4,Auckland Metro,1,5503
2021-06-13,Group 4,Auckland Metro,2,2722
2021-06-13,Group 4,Bay of Plenty,1,141
2021-06-13,Group 4,Bay of Plenty,2,92
2021-06-13,Group 4,Canterbury,1,215
2021-06-13,Group 4,Canterbury,2,114
2021-06-13,Group 4,Capital & Coast and Hutt Valley,1,224
2021-06-13,Group 4,Capital & Coast and Hutt Valley,2,85
2021-06-13,Group 4,Hawke's Bay,1,617
2021-06-13,Group 4,Hawke's Bay,2,291
2021-06-13,Group 4,Lakes,1,206
2021-06-13,Group 4,Lakes,2,43
2021-06-13,Group 4,MidCentral,1,218
2021-06-13,Group 4,MidCentral,2,73
2021-06-13,Group 4,Nelson Marlborough,2,9
2021-06-13,Group 4,Northland,1,835
2021-06-13,Group 4,Northland,2,127
2021-06-13,Group 4,Other Sites,1,9
2021-06-13,Group 4,Other Sites,2,7
2021-06-13,Group 4,South Canterbury,1,225
2021-06-13,Group 4,South Canterbury,2,14
2021-06-13,Group 4,Southern,1,117
2021-06-13,Group 4,Southern,2,155
2021-06-13,Group 4,Tairawhiti,1,34
2021-06-13,Group 4,Tairawhiti,2,12
2021-06-13,Group 4,Taranaki,1,91
2021-06-13,Group 4,Taranaki,2,52
2021-06-13,Group 4,Waikato,1,262
2021-06-13,Group 4,Waikato,2,68
2021-06-13,Group 4,Wairarapa,1,17
2021-06-13,Group 4,Wairarapa,2,5
2021-06-13,Group 4,West Coast,1,26
2021-06-13,Group 4,West Coast,2,89
2021-06-13,Group 4,Whanganui,1,15
2021-06-13,Group 4,Whanganui,2,43
2021-06-20,Group 1,Auckland Metro,1,241
2021-06-20,Group 1,Auckland Metro,2,526
2021-06-20,Group 1,Bay of Plenty,1,22
2021-06-20,Group 1,Bay of Plenty,2,59
2021-06-20,Group 1,Canterbury,1,366
2021-06-20,Group 1,Canterbury,2,461
2021-06-20,Group 1,Capital & Coast and Hutt Valley,1,99
2021-06-20,Group 1,Capital & Coast and Hutt Valley,2,200
2021-06-20,Group 1,Hawke's Bay,1,5
2021-06-20,Group 1,Hawke's Bay,2,32
2021-06-20,Group 1,Lakes,1,18
